"activity_level","activity_year","activity_month","geo_lvl","geo_val","prim_lvl","activity_count"
"Monthly immunosuppressive treatments","2019","12","Cancer Alliance","South Yorkshire And Bassetlaw","Total",5407
"Monthly immunosuppressive treatments","2019","12","Cancer Alliance","Surrey And Sussex","Total",7116
"Monthly immunosuppressive treatments","2019","12","Cancer Alliance","Thames Valley","Total",6291
"Monthly immunosuppressive treatments","2019","12","Cancer Alliance","Wessex","Total",6618
"Monthly immunosuppressive treatments","2019","12","Cancer Alliance","West Midlands","Total",16327
"Monthly immunosuppressive treatments","2019","12","Cancer Alliance","West Yorkshire and Harrogate","Total",6769
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","Cheshire And Merseyside","Total",6969
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","East Midlands","Total",14713
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","East Of England North","Total",10354
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","East Of England South","Total",8411
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","Greater Manchester","Total",8011
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","Humber Coast And Vale","Total",4642
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","Kent And Medway","Total",5395
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","Lancashire And South Cumbria","Total",5155
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","North Central London","Total",4932
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","North East London","Total",4982
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","Northern ","Total",10333
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","Peninsula","Total",5900
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","RM Partners West London","Total",10415
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",9381
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","South East London","Total",4983
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","South Yorkshire And Bassetlaw","Total",5776
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","Surrey And Sussex","Total",10432
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","Thames Valley","Total",6951
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","Wessex","Total",7787
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","West Midlands","Total",17660
"Monthly immunosuppressive treatments","2020","1","Cancer Alliance","West Yorkshire and Harrogate","Total",7972
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","Cheshire And Merseyside","Total",6177
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","East Midlands","Total",12792
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","East Of England North","Total",9301
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","East Of England South","Total",7414
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","Greater Manchester","Total",8550
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","Humber Coast And Vale","Total",4116
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","Kent And Medway","Total",4772
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","Lancashire And South Cumbria","Total",4613
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","North Central London","Total",2749
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","North East London","Total",4426
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","Northern ","Total",9348
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","Peninsula","Total",5389
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","RM Partners West London","Total",9419
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",8676
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","South East London","Total",4750
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","South Yorkshire And Bassetlaw","Total",5368
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","Surrey And Sussex","Total",8057
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","Thames Valley","Total",6110
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","Wessex","Total",6699
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","West Midlands","Total",16007
"Monthly immunosuppressive treatments","2020","2","Cancer Alliance","West Yorkshire and Harrogate","Total",6894
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","Cheshire And Merseyside","Total",5051
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","East Midlands","Total",13233
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","East Of England North","Total",9576
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","East Of England South","Total",7634
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","Greater Manchester","Total",8719
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","Humber Coast And Vale","Total",4298
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","Kent And Medway","Total",4868
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","Lancashire And South Cumbria","Total",4532
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","North Central London","Total",3015
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","North East London","Total",4227
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","Northern ","Total",9292
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","Peninsula","Total",5292
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","RM Partners West London","Total",9238
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",8436
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","South East London","Total",4576
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","South Yorkshire And Bassetlaw","Total",5542
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","Surrey And Sussex","Total",7907
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","Thames Valley","Total",6265
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","Wessex","Total",6954
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","West Midlands","Total",16371
"Monthly immunosuppressive treatments","2020","3","Cancer Alliance","West Yorkshire and Harrogate","Total",6956
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","Cheshire And Merseyside","Total",5130
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","East Midlands","Total",10132
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","East Of England North","Total",7468
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","East Of England South","Total",5775
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","Greater Manchester","Total",6495
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","Humber Coast And Vale","Total",3761
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","Kent And Medway","Total",3710
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","Lancashire And South Cumbria","Total",3401
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","North Central London","Total",3780
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","North East London","Total",3106
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","Northern ","Total",6919
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","Peninsula","Total",3854
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","RM Partners West London","Total",7010
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",6447
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","South East London","Total",3831
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","South Yorkshire And Bassetlaw","Total",4055
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","Surrey And Sussex","Total",6471
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","Thames Valley","Total",5225
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","Wessex","Total",4417
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","West Midlands","Total",13489
"Monthly immunosuppressive treatments","2020","4","Cancer Alliance","West Yorkshire and Harrogate","Total",5676
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","Cheshire And Merseyside","Total",4807
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","East Midlands","Total",10669
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","East Of England North","Total",7499
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","East Of England South","Total",5562
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","Greater Manchester","Total",6305
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","Humber Coast And Vale","Total",3556
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","Kent And Medway","Total",3810
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","Lancashire And South Cumbria","Total",3381
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","North Central London","Total",3813
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","North East London","Total",2306
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","Northern ","Total",6924
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","Peninsula","Total",3993
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","RM Partners West London","Total",7391
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5971
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","South East London","Total",3889
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3997
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","Surrey And Sussex","Total",6418
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","Thames Valley","Total",4586
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","Wessex","Total",4123
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","West Midlands","Total",12245
"Monthly immunosuppressive treatments","2020","5","Cancer Alliance","West Yorkshire and Harrogate","Total",5448
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","Cheshire And Merseyside","Total",5587
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","East Midlands","Total",10882
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","East Of England North","Total",8297
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","East Of England South","Total",6283
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","Greater Manchester","Total",7141
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","Humber Coast And Vale","Total",3751
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","Kent And Medway","Total",4016
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","Lancashire And South Cumbria","Total",3870
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","North Central London","Total",4704
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","North East London","Total",3430
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","Northern ","Total",7758
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","Peninsula","Total",4322
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","RM Partners West London","Total",8255
"Monthly immunosuppressive treatments","2020","6","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",6576
